index,start_time,end_time,original_telugu,transliteration,Actors
1718,"01:03:10,958","01:03:12,228",indirect గా వీళ్ళకేదే చెప్పాను.,indirect gaa veellakedhe cheppaanu.,
1719,"01:03:12,458","01:03:13,087",అర్థం చేసుకోలేకపోయారు,artham chesukolekapoyaaru,
1720,"01:03:13,318","01:03:14,987",తింగరు. నువ్వు పెళ్లి అన్నది తల్లితో కాదా.,thingaru. nuvvu pelli annadhi thallitho kaadhaa.,
1721,"01:03:15,617","01:03:15,967",పిల్లతోనా.,pillathonaa.,
1722,"01:03:17,217","01:03:17,807",ఛీ ఛీ,chee chee,
1723,"01:03:18,197","01:03:20,527",చుచ్చూడా మన అగ్రహార స్త్రీలకు తెలిస్తే తూకానమ్మేస్తారు.,chuchhoodaa mana agrahaara stha్reelaku thelisthe thookaanammesthaaru.,
1724,"01:03:21,018","01:03:21,697",పదండి పోదాం. పదండి,padhandi podhaam. padhandi,
1725,"01:03:22,288","01:03:22,907",పోదాం. ఇంకా,podhaam. inkaa,
1726,"01:03:22,958","01:03:23,307",ఉన్నావే,unnaave,
1727,"01:03:23,557","01:03:23,907",బయల్దేరు.,bayaldheru.,
1728,"01:03:24,217","01:03:24,987",దేరతాం దేరతాం.,dherathaam dherathaam.,
1729,"01:03:25,358","01:03:25,708",మాకివ్వాల్సిన,maakivvaalsina,
1730,"01:03:25,918","01:03:27,367",నాలుగు లక్షలు ఇస్తే అప్పుడు దేరతాం.,naalugu lakshalu isthe appudu dherathaam.,
1731,"01:03:27,697","01:03:28,307",నాలుగు లక్షలా,naalugu lakshalaa,
1732,"01:03:28,597","01:03:29,347",లక్ష అన్నావ్ కదటే.,laksha annaav kadhate.,
1733,"01:03:29,757","01:03:30,728",అది terms బాగున్నప్పుడు,adhi terms baagunnappudu,
1734,"01:03:31,217","01:03:32,007",ఇప్పుడు వడ్డీలు వేశాం,ippudu vaddeelu veshaam,
1735,"01:03:32,297","01:03:32,886",four lakhs.,four lakhs.,
1736,"01:03:33,097","01:03:33,826",ఆపు ఆపు,aapu aapu,
1737,"01:03:34,197","01:03:34,547",ఎందుకివ్వాలి.,yendhukivvaali.,
1738,"01:03:35,277","01:03:36,087",నాలుగు సంవత్సరాలు,naalugu samvathsaraalu,
1739,"01:03:36,338","01:03:37,487",నా అల్లుడిని నీ వెంట తిప్పుకున్నావ్.,naa alludini nee venta thippukunnaav.,
1740,"01:03:37,777","01:03:38,327",ఇటు చూడు,itu choodu,
1741,"01:03:38,858","01:03:39,788",ఒక రూపాయి అయినా ఇచ్చావా.,oka roopaayi ayinaa ichhaavaa.,
1742,"01:03:40,117","01:03:40,858",దానికి దీనికి చెల్లు,dhaaniki dheeniki chellu,
1743,"01:03:41,657","01:03:42,597",పో. అల్లుడా,po. alludaa,
1744,"01:03:43,557","01:03:44,228",అప్పుడే చుట్టాలైపోయారేమిట్రా.,appude chuttaalaipoyaaremitraa.,
1745,"01:03:45,177","01:03:46,307",అది కాదు గురువుగారు. ఆగో,adhi kaadhu guruvugaaru. aago,
1746,"01:03:47,398","01:03:49,107",నాకు మంత్రాలు రావు కాబట్టే సరిపోయిందిగాని,naaku manthraalu raavu kaabatte saripoyindhigaani,
1747,"01:03:49,838","01:03:51,688",వచ్చుంటే మిమ్మల్ని శపించి ఉండేవాడిని రా.,vachhunte mimmalni shapinchi undevaadini raa.,
1748,"01:03:52,858","01:03:55,347",ఈ విషయమంతా తేలిగ్గా వదలను. గురువు గారు ఒక్కసారి నేను.,ee vishayamanthaa theliggaa vadhalanu. guruvu gaaru okkasaari nenu.,
1749,"01:03:59,088","01:04:00,358",దేరతా. పిన్నిగారు,dherathaa. pinnigaaru,
1750,"01:04:00,418","01:04:01,407",ముహూర్తాలు ఎప్పుడు పెట్టుకుందాం.,muhoorthaalu yeppudu pettukundhaam.,
1751,"01:04:01,777","01:04:02,127",దేనికి,dheniki,
1752,"01:04:02,398","01:04:02,887",మీ తద్దినాలకా.,mee thadhdhinaalakaa.,
1753,"01:04:03,498","01:04:04,607",ఏమిట్రా మాటలు వెధవా.,yemitraa maatalu vedhavaa.,
1754,"01:04:04,797","01:04:05,147",అక్కయ్యగారు,akkayyagaaru,
1755,"01:04:05,418","01:04:07,518",మీ కూతురే మా కోడలు మీరు నిశ్చింతగా ఉండండి.,mee koothure maa kodalu meeru nishchinthagaa undandi.,
1756,"01:04:08,998","01:04:10,007",ఆ అదిగో చూసారా,aa adhigo choosaaraa,
1757,"01:04:10,217","01:04:11,607",మీరందరూ ఉండగానే నాకు కన్ను కొట్టేస్తుంది.,meerandharoo undagaane naaku kannu kottesthundhi.,
1758,"01:04:11,958","01:04:12,307",ఆహా,aahaa,
1759,"01:04:12,478","01:04:13,147",కన్ను కొట్టడమా,kannu kottadamaa,
1760,"01:04:13,757","01:04:14,527",అంటే ఏంటండీ.,ante yentandee.,
1761,"01:04:15,018","01:04:15,967",మీ అమ్మ గడుపు మాడా,mee amma gadupu maadaa,
1762,"01:04:16,277","01:04:16,627",ఇలాగే,ilaage,
1763,"01:04:16,938","01:04:18,387",మా వాడిని మొత్తం నాకేశారు నాన్న.,maa vaadini moththam naakeshaaru naanna.,
1764,"01:04:18,737","01:04:20,407",ఇప్పుడు వీడు ఎక్కడ చచ్చాడో వెతుక్కొని చావాలి.,ippudu veedu yekkada chachhaado vethukkoni chaavaali.,
1765,"01:04:20,458","01:04:21,027",గురువు గారు.,guruvu gaaru.,
1766,"01:04:21,338","01:04:21,887",ఒరేయ్ వెధవలారా,orey vedhavalaaraa,
1767,"01:04:22,257","01:04:24,427",ఎవర్రా మీరు కొంపతీసి మిమ్మల్ని మా గురువు గారు పురమాయించాడా,yevarraa meeru kompatheesi mimmalni maa guruvu gaaru puramaayinchaadaa,
1768,"01:04:24,577","01:04:24,927",ఏమిటి.,yemiti.,
1769,"01:04:25,157","01:04:25,507",ఎన్నిసార్లు,yennisaarlu,
1770,"01:04:25,657","01:04:27,587",వాడికి మంత్రాలు రాకపోతే నేనేం manage చేశానో తెలుసా.,vaadiki manthraalu raakapothe nenem manage cheshaano thelusaa.,
1771,"01:04:27,797","01:04:28,147",వదలండ్రా,vadhalandraa,
1772,"01:04:28,498","01:04:30,188",ఆ వెధవకు విశ్వాసం కూడా లేదు. అయ్యో,aa vedhavaku vishvaasam koodaa ledhu. ayyo,
1773,"01:04:30,697","01:04:32,067",గురువు గారు మీరు ఇక్కడే ఉన్నారా.,guruvu gaaru meeru ikkade unnaaraa.,
1774,"01:04:34,077","01:04:35,157",చూశారా సార్ ఈ double action,chooshaaraa saar ee double action,
1775,"01:04:36,077","01:04:36,807",గాడ్లా చూసుకోవాల్సిన,gaadlaa choosukovaalsina,
1776,"01:04:36,978","01:04:37,237",నన్నే,nanne,
1777,"01:04:37,717","01:04:38,728",గాడు గీడు అని మాట్లాడి,gaadu geedu ani maatlaadi,
1778,"01:04:39,097","01:04:39,647",నేను కనపడగానే,nenu kanapadagaane,
1779,"01:04:40,137","01:04:41,067",గురువు గారు అని పిలుస్తాడు.,guruvu gaaru ani pilusthaadu.,
1780,"01:04:41,557","01:04:42,927",పరమ దుర్మార్గుడు సార్ వీడు.,parama dhurmaargudu saar veedu.,
1781,"01:04:43,197","01:04:45,027",వేసేయండి సార్ వీడిని. వేసేయడం ఏమిట్రా. అరె చూడు.,veseyandi saar veedini. veseyadam yemitraa. are choodu.,
1782,"01:04:45,898","01:04:46,248",ఏరా,yeraa,
1783,"01:04:46,777","01:04:47,827",మా వాళ్ళని చంపింది నువ్వేనా.,maa vaallani champindhi nuvvenaa.,
1784,"01:04:48,117","01:04:49,788",రామా రామా నేను చంపడం ఏమిటండీ.,raamaa raamaa nenu champadam yemitandee.,
1785,"01:04:50,237","01:04:50,967",చూడండి గురువు గారు,choodandi guruvu gaaru,
1786,"01:04:51,117","01:04:53,047",నా మీద కోపంతోటే కదూ నన్ను murder case లో ఇరికిస్తున్నారు.,naa meedha kopanthote kadhoo nannu murder case lo irikisthunnaaru.,
1787,"01:04:53,358","01:04:56,087",పాండు గారు you should believe me అండి. నాకేం పాపం తెలీదండి నన్ను,paandu gaaru you should believe me andi. naakem paapam theleedhandi nannu,
1788,"01:04:56,137","01:04:56,487",నమ్మండి.,nammandi.,
1789,"01:04:56,637","01:04:58,867",నమ్మొద్దు పాండు గారు ఖచ్చితంగా వీడే చంపేసి ఉంటాడు.,nammodhdhu paandu gaaru khachhithangaa veede champesi untaadu.,
1790,"01:04:59,077","01:05:00,998",వీడు పబ్బులో పెద్ద పెద్ద రౌడీలనే rough ఆడించాడు.,veedu pabbulo pedhdha pedhdha raudeelane rough aadinchaadu.,
1791,"01:05:01,318","01:05:01,668",నేనా,nenaa,
1792,"01:05:02,077","01:05:02,427",పబ్బులోనా,pabbulonaa,
1793,"01:05:02,958","01:05:04,967",ఏదో నాలుగు చివాట్లు పెట్టానే తప్ప చేయి చేసుకున్నానా.,yedho naalugu chivaatlu pettaane thappa cheyi chesukunnaanaa.,
1794,"01:05:05,137","01:05:05,728",ఏయ్ నువ్వు,yey nuvvu,
1795,"01:05:06,157","01:05:06,927",నన్నే చేయి చేసుకున్నావ్.,nanne cheyi chesukunnaav.,
1796,"01:05:07,057","01:05:08,807",వాళ్ళెంత. నేనా. Yes అల్లుడు,vaallentha. nenaa. Yes alludu,
1797,"01:05:09,277","01:05:10,987",ఇందాక గెటప్లు మార్చి మమ్మల్ని confuse చేశాడు.,indhaaka getaplu maarchi mammalni confuse cheshaadu.,
1798,"01:05:11,318","01:05:13,027",ఇప్పుడు topic మార్చి మిమ్మల్ని confuse చేస్తున్నాడు.,ippudu topic maarchi mimmalni confuse chesthunnaadu.,
1799,"01:05:13,277","01:05:14,147",నేను confirm చేస్తున్నాను.,nenu confirm chesthunnaanu.,
1800,"01:05:14,577","01:05:14,927",వీడే,veede,
1801,"01:05:15,137","01:05:15,688",కాల్ చెయ్.,kaal chey.,
1802,"01:05:17,958","01:05:20,467",అయ్యా పాండు గారు this is too much అండి. మీ ఇంట్లో ఎన్ని పూజలు,ayyaa paandu gaaru this is too much andi. mee intlo yenni poojalu,
1803,"01:05:20,518","01:05:20,867",చేశాను.,cheshaanu.,
1804,"01:05:21,097","01:05:23,507",చచ్చిన వాళ్ళకి కర్మ చేయడం తప్ప చంపే కర్మ నాకేం పట్టిందండి.,chachhina vaallaki karma cheyadam thappa champe karma naakem pattindhandi.,
1805,"01:05:23,958","01:05:24,547",నన్ను రక్షించండి,nannu rakshinchandi,
1806,"01:05:24,677","01:05:27,168",బాబు. బ్రాహ్మణ హత్య మహా పాపం వీరిని దించమని చెప్పండి.,baabu. braahmana hathya mahaa paapam veerini dhinchamani cheppandi.,
1807,"01:05:27,577","01:05:27,927",రసూల్,rasool,
1808,"01:05:28,818","01:05:29,168",నాకెందుకో,naakendhuko,
1809,"01:05:29,418","01:05:29,987",వీణ్ణి చూస్తే,veenni choosthe,
1810,"01:05:30,197","01:05:30,967",నమ్మబుద్ధి కావట్లేదు.,nammabudhdhi kaavatledhu.,
1811,"01:05:31,838","01:05:32,467",నా మనుషుల్నే,naa manushulne,
1812,"01:05:32,617","01:05:34,147",చంపి మళ్ళీ నా ఇంటికి ఎందుకు వస్తాడు.,champi mallee naa intiki yendhuku vasthaadu.,
1813,"01:05:34,978","01:05:35,788",వీణ్ణి లోపల వేద్దాం.,veenni lopala vedhdhaam.,
1814,"01:05:36,797","01:05:38,887",ఈ లోపు ఇంకో incident జరిగితే వీడు కాదన్నట్టు.,ee lopu inko incident jarigithe veedu kaadhannattu.,
1815,"01:05:39,378","01:05:39,728",ఏమంటావ్.,yemantaav.,
1816,"01:05:41,418","01:05:43,567",అయ్యో అయ్యో అయ్యో అయ్యో అయ్యో పాండు గారు మళ్ళీ పరీక్షలేమిటండీ.,ayyo ayyo ayyo ayyo ayyo paandu gaaru mallee pareekshalemitandee.,
1817,"01:05:43,918","01:05:44,927",నా మాట నమ్మండి నాకు.,naa maata nammandi naaku.,
1818,"01:05:45,418","01:05:47,147",వీడు ఈ పరీక్షలో fail అవ్వటం ఖాయం.,veedu ee pareekshalo fail avvatam khaayam.,
1819,"01:05:47,518","01:05:48,748",ఆ నేను వస్తాను అండి. ఆగు.,aa nenu vasthaanu andi. aagu.,
1820,"01:05:49,637","01:05:49,987",రేయ్,rey,
1821,"01:05:50,157","01:05:51,587",వీణ్ణి కూడా లోపల వేయండి రా. ఆ,veenni koodaa lopala veyandi raa. aa,
1822,"01:05:51,838","01:05:53,567",కలిసి మంత్రాలు చదివాం గానీ మద్దతు చేయలేదు.,kalisi manthraalu chadhivaam gaanee madhdhathu cheyaledhu.,
1823,"01:05:53,617","01:05:54,587",నన్ను వదిలిపెట్టండి బాబూ.,nannu vadhilipettandi baaboo.,
1824,"01:06:03,468","01:06:04,527",చెప్పు ప్రభాకర్.,cheppu prabhaakar.,
1825,"01:06:04,577","01:06:05,927",Sir ఆ major కొడుకు దొరికాడు.,Sir aa major koduku dhorikaadu.,
1826,"01:06:07,338","01:06:08,318",What అవును sir,What avunu sir,
1827,"01:06:15,048","01:06:15,667",ఎంత మంచి,yentha manchi,
1828,"01:06:15,717","01:06:16,668",news చెప్పావ్ ప్రభాకర్.,news cheppaav prabhaakar.,
1829,"01:06:17,458","01:06:18,347",నేను బయల్దేరి వస్తాను.,nenu bayaldheri vasthaanu.,
1830,"01:06:19,418","01:06:19,768",నరసింహా,narasimhaa,
1831,"01:06:20,898","01:06:21,467",ఏం చేస్తున్నావ్,yem chesthunnaav,
1832,"01:06:21,677","01:06:21,978",రా.,raa.,
1833,"01:07:03,588","01:07:04,347",పిల్లానవ లగాదు,pillaanava lagaadhu,
1834,"01:07:04,398","01:07:04,748",పిల్లానవ,pillaanava,
1835,"01:07:05,057","01:07:05,947",లగాదు నే తట్టుకోను,lagaadhu ne thattukonu,
1836,"01:07:06,217","01:07:06,807",ఇంత అందని.,intha andhani.,
1837,"01:07:11,398","01:07:14,047",హేయ్ పిన్ని సుక్కలు జూబి టెన్నిస్ బలు జూబి తయ్యుద్దు,hey pinni sukkalu joobi tennis balu joobi thayyudhdhu,
1838,"01:07:14,338","01:07:15,067",నొక ప్రాణాని,noka praanaani,
1839,"01:07:19,458","01:07:23,387",హేయ్ బాబు నా తప్పు కాదు బాబు నా తప్పు కాదు అడిగే నువ్వు మా అమ్మమ్మనినున్నంగా,hey baabu naa thappu kaadhu baabu naa thappu kaadhu adige nuvvu maa ammammaninunnangaa,
1840,"01:07:28,726","01:07:29,576",పిండి పెట్టి కమ్మంగా,pindi petti kammangaa,
1841,"01:07:29,726","01:07:30,615",వండి పెట్టి దట్టంగా,vandi petti dhattangaa,
1842,"01:07:30,806","01:07:31,675",ఎందుకు ఇట్టా పెంచిందనే.,yendhuku ittaa penchindhane.,
1843,"01:07:35,806","01:07:37,576",ఓ రామ కృష్ణా కృష్ణా,o raama krushnaa krushnaa,
1844,"01:07:37,985","01:07:38,835",నాలో రగులుతుంది,naalo raguluthundhi,
1845,"01:07:39,286","01:07:39,945",ప్రశ్న నాకు,prashna naaku,
1846,"01:07:40,565","01:07:42,885",రాత్రి పగలు నిద్ర రాక చిత్రహింసలైనా.,raathri pagalu nidhra raaka chithrahimsalainaa.,
1847,"01:07:44,505","01:07:45,855",ఓయ్ పిల్లా నా వల్ల కాదు,oy pillaa naa valla kaadhu,
1848,"01:07:46,545","01:07:47,935",ఓయ్ పిల్లా నా వల్ల కాదు,oy pillaa naa valla kaadhu,
1849,"01:07:48,626","01:07:51,456",ఓయ్ పిల్లా నా వల్ల కాదు పిల్లా నా వల్ల కాదు నే తట్టుకోను,oy pillaa naa valla kaadhu pillaa naa valla kaadhu ne thattukonu,
1850,"01:07:51,755","01:07:52,335",ఇంత అందాన్ని.,intha andhaanni.,
1851,"01:07:53,905","01:07:54,255",ఓహ్,oh,
1852,"01:07:56,976","01:07:59,576",ఓహ్ ఏయ్ పిన్నిస్ కళ్ళు చూపి డిన్నిస్ ఒళ్ళు చూపి తీయొద్దు,oh yey pinnis kallu choopi dinnis ollu choopi theeyodhdhu,
1853,"01:07:59,806","01:08:00,596",నా యొక్క ప్రాణాన్ని.,naa yokka praanaanni.,
1854,"01:08:01,385","01:08:01,646",ఓ,o,
1855,"01:08:02,166","01:08:02,576",ఓ ఓ ఓ,o o o,
1856,"01:08:04,565","01:08:04,665",ఓ ఓ ఓ,o o o,
1857,"01:08:06,246","01:08:07,005",ఓ ఓ ఓ ఓ ఓ ఓ,o o o o o o,
1858,"01:08:10,806","01:08:10,905",ఓ ఓ ఓ ఓ ఓ ఓ ఓ ఓ ఓ ఓ ఓ ఓ ఓ,o o o o o o o o o o o o o,
1859,"01:08:14,925","01:08:15,925",ఓ ఓ ఓ ఓ. హా,o o o o. haa,
1860,"01:08:16,666","01:08:17,016",పెదవిలో,pedhavilo,
1861,"01:08:43,576","01:08:44,466",ఉన్న ఎరుపు,unna yerupu,
1862,"01:08:45,395","01:08:45,945",కురులలో ఉన్న,kurulalo unna,
1863,"01:08:46,046","01:08:46,396",నలుపు,nalupu,
1864,"01:08:47,355","01:08:48,025",మనసులో ఉన్న,manasulo unna,
1865,"01:08:48,086","01:08:48,436",తెలుపు,thelupu,
1866,"01:08:48,865","01:08:49,216",నన్ను,nannu,
1867,"01:08:49,626","01:08:49,976",నన్నే,nanne,
1868,"01:08:50,445","01:08:50,796",కలుపు,kalupu,
1869,"01:08:51,555","01:08:52,185",నడుములో ఉన్న,nadumulo unna,
1870,"01:08:52,265","01:08:52,615",పెలుపు,pelupu,
1871,"01:08:53,595","01:08:54,265",నడకలో ఉన్న,nadakalo unna,
1872,"01:08:54,326","01:08:54,676",అలుపు,alupu,
1873,"01:08:55,715","01:08:56,336",వయసులో ఉన్న,vayasulo unna,
1874,"01:08:56,386","01:08:56,736",వెలుపు,velupu,
1875,"01:08:57,206","01:08:57,556",నన్నే,nanne,
1876,"01:08:57,886","01:08:58,236",నీలో,neelo,
1877,"01:08:58,685","01:08:59,036",నిలుపు,nilupu,
1878,"01:08:59,645","01:09:00,976",తూ మేరీ ప్రియా ప్రియా,thoo meree priyaa priyaa,
1879,"01:09:01,725","01:09:03,036",మే తేరా మియా మియా,me theraa miyaa miyaa,
1880,"01:09:03,786","01:09:04,676",ఏ తేరా వివాహ,ye theraa vivaaha,
1881,"01:09:05,086","01:09:06,685",ఏ దారియెన్ దారా రే మియా,ye dhaariyen dhaaraa re miyaa,
1882,"01:09:07,305","01:09:08,645",ఓయ్ పిల్లా నా వల్ల కాదు,oy pillaa naa valla kaadhu,
1883,"01:09:09,305","01:09:10,676",ఓయ్ పిల్లా నా వల్ల కాదు,oy pillaa naa valla kaadhu,
1884,"01:09:11,426","01:09:14,216",ఓయ్ పిల్లా నా వల్ల కాదు పిల్లా నా వల్ల కాదు నే తట్టుకోను,oy pillaa naa valla kaadhu pillaa naa valla kaadhu ne thattukonu,
1885,"01:09:14,515","01:09:15,096",ఇంత అందాన్ని,intha andhaanni,
1886,"01:09:19,426","01:09:22,336",హే బాబు నా తప్పు కాదు బాబు నా తప్పు కాదు అడిగేయి,he baabu naa thappu kaadhu baabu naa thappu kaadhu adigeyi,
1887,"01:09:22,485","01:09:23,356",నువ్వు మా అమ్మమ్మని,nuvvu maa ammammani,
1888,"01:09:24,926","01:09:25,506",ఓ ఓ ఓ ఓ,o o o o,
1889,"01:09:27,905","01:09:28,006",ఓ ఓ,o o,
1890,"01:09:29,405","01:09:29,506",ఓ ఓ ఓ ఓ ఓ ఓ ఓ,o o o o o o o,
1891,"01:09:31,246","01:09:31,346",ఓ ఓ ఓ,o o o,
1892,"01:09:58,935","01:09:59,246",ఓ ఓ,o o,
1893,"01:09:59,296","01:09:59,646",ఓ ఓ ఓ ఓ ఓ ఓ ఓ,o o o o o o o,
1894,"01:10:05,255","01:10:06,416",మ్మ్ సింగమై,mm singamai,
1895,"01:10:06,466","01:10:07,096",వెంట పడక,venta padaka,
1896,"01:10:08,175","01:10:08,746",సింగలై వెంగ,singalai venga,
1897,"01:10:08,865","01:10:09,216",పడక,padaka,
1898,"01:10:10,215","01:10:10,826",చీకటే చింత,cheekate chintha,
1899,"01:10:10,905","01:10:11,256",పడక,padaka,
1900,"01:10:11,666","01:10:12,016",ఒళ్లో,ollo,
1901,"01:10:12,445","01:10:12,796",వేసేయ్,vesey,
1902,"01:10:13,246","01:10:14,476",పడక ఏ గజ్జలా,padaka ye gajjalaa,
1903,"01:10:14,765","01:10:15,115",గర్వమనకా,garvamanakaa,
1904,"01:10:16,415","01:10:17,565",గాజ్లా భర్వమనకా,gaajlaa bharvamanakaa,
1905,"01:10:18,495","01:10:19,725",కొలుసులా గొర్వమనకా,kolusulaa gorvamanakaa,
1906,"01:10:19,886","01:10:20,236",నాలో,naalo,
1907,"01:10:20,666","01:10:21,016",వేసేయ్,vesey,
1908,"01:10:21,466","01:10:21,816",మునక,munaka,
1909,"01:10:22,345","01:10:22,695",చేరరా,cheraraa,
1910,"01:10:22,985","01:10:23,725",సయ్యా సయ్యా,sayyaa sayyaa,
1911,"01:10:24,695","01:10:25,416",చెయ్యరా కిస్,cheyyaraa kis,
1912,"01:10:25,466","01:10:25,765",క్రియ,kriya,
1913,"01:10:26,735","01:10:27,595",చెంట్టుగా చేయెత్తి,chenttugaa cheyeththi,
1914,"01:10:27,645","01:10:27,996",చెప్పాలి,cheppaali,
1915,"01:10:28,225","01:10:28,576",అమ్మమ్మొక,ammammoka,
1916,"01:10:28,886","01:10:29,236",శుక్రియ,shukriya,
1917,"01:10:30,265","01:10:31,286",పిల్లా నా వల్ల కాదు,pillaa naa valla kaadhu,
1918,"01:10:31,915","01:10:32,645",ఆయ్ పిల్లా,aay pillaa,
1919,"01:10:32,725","01:10:33,436",నా వల్ల కాదు,naa valla kaadhu,
1920,"01:10:34,185","01:10:36,996",ఓయ్ పిల్లా నా వల్ల కాదు పిల్లా నా వల్ల కాదు నే తట్టుకోను,oy pillaa naa valla kaadhu pillaa naa valla kaadhu ne thattukonu,
1921,"01:10:37,365","01:10:37,856",ఇంత అందాన్ని.,intha andhaanni.,
1922,"01:10:39,405","01:10:39,605",ఓ,o,
1923,"01:10:41,466","01:10:41,685",ఓ,o,
1924,"01:10:42,185","01:10:45,096",హే బాబు నా తప్పు కాదు బాబు నా తప్పు కాదు అడిగేయి,he baabu naa thappu kaadhu baabu naa thappu kaadhu adigeyi,
1925,"01:10:45,225","01:10:46,115",నువ్వు మా అమ్మమ్మని,nuvvu maa ammammani,
1926,"01:10:47,105","01:10:47,275",ఓ ఓ,o o,
1927,"01:10:48,065","01:10:48,166",ఓ ఓ ఓ ఓ ఓ ఓ ఓ,o o o o o o o,
1928,"01:10:56,326","01:10:56,636",ఓ ఓ ఓ ఓ ఓ ఓ ఓ ఓ ఓ ఓ ఓ ఓ ఓ ఓ ఓ మన,o o o o o o o o o o o o o o o mana,
1929,"01:11:17,935","01:11:18,475",దందాలోకి బయటి,dhandhaaloki bayati,
1930,"01:11:18,525","01:11:19,336",వాడెవడో ఎంటర్ అయ్యాడు.,vaadevado yentar ayyaadu.,
1931,"01:11:19,926","01:11:22,076",మొన్న రసూల్ మనుషులు పోయారు నిన్న నా మనుషులు పోయారు.,monna rasool manushulu poyaaru ninna naa manushulu poyaaru.,
1932,"01:11:22,865","01:11:23,796",చాలా డబ్బులు ఆసయ్యాం.,chaalaa dabbulu aasayyaam.,
1933,"01:11:24,845","01:11:26,926",మనలో మనకి ఏమైనా ఉండొచ్చు అవన్నీ తర్వాత చూసుకుందాం.,manalo manaki yemainaa undochhu avannee tharvaatha choosukundhaam.,
1934,"01:11:27,985","01:11:29,956",ఇప్పుడు మనం కలిసి ఉంటేనే వాడిని వేయగలం.,ippudu manam kalisi untene vaadini veyagalam.,
1935,"01:11:30,905","01:11:31,776",అందుకే ఈ మీటింగ్.,andhuke ee meeting.,
1936,"01:11:31,966","01:11:32,316",మానడానికి,maanadaaniki,
1937,"01:11:32,485","01:11:33,036",సరే కొపతావ్,sare kopathaav,
1938,"01:11:33,225","01:11:35,796",కానీ వాడిని పట్టుకోవడం ఎలా? సిటీలో టాప్ మోస్ట్ ఇండస్ట్రియలిస్ట్,kaanee vaadini pattukovadam yelaa? siteelo taap mosta్ indasta్riyalista్,
1939,"01:11:36,006","01:11:37,276",ఎంఎస్ ఆన్ని టార్గెట్ చేద్దాం.,yemes aanni taarget chedhdhaam.,
1940,"01:11:38,105","01:11:39,036",పెద్ద అమౌంట్ అడుగుదాం.,pedhdha amaunt adugudhaam.,
1941,"01:11:40,645","01:11:42,076",ఆ అమౌంట్ కోసం కచ్చితంగా,aa amaunt kosam kachhithangaa,
1942,"01:11:42,365","01:11:42,876",వాడు వస్తాడు.,vaadu vasthaadu.,
1943,"01:11:43,586","01:11:43,936",దొరుకుతాడు.,dhorukuthaadu.,
1944,"01:11:52,835","01:11:53,536",హే పోడి,he podi,
1945,"01:11:53,586","01:11:53,926",పోడి పోడి,podi podi,
1946,"01:11:54,426","01:11:54,776",పోడి.,podi.,
1947,"01:11:57,185","01:11:57,466",హలో,halo,
1948,"01:12:02,246","01:12:03,776",గన్ జామ్ అవ్వటం వల్ల బతికిపోయాను,gan jaam avvatam valla bathikipoyaanu,
1949,"01:12:03,916","01:12:04,756",అనుకుంటున్నావ్ కదూ.,anukuntunnaav kadhoo.,
1950,"01:12:05,265","01:12:06,516",దాన్ని జామ్ చేసి పంపించింది,dhaanni jaam chesi pampinchindhi,
1951,"01:12:06,725","01:12:07,076",నేనే.,nene.,
1952,"01:12:07,786","01:12:09,076",అది ఆ వచ్చినోడికి కూడా తెలీదు.,adhi aa vachhinodiki koodaa theleedhu.,
1953,"01:12:09,805","01:12:10,496",నీకేం కావాలి?,neekem kaavaali?,
1954,"01:12:10,746","01:12:11,396",ఐదు కోట్లు.,aidhu kotlu.,
1955,"01:12:12,485","01:12:12,836",ఈసారి,eesaari,
1956,"01:12:13,065","01:12:13,916",గన్ జామ్ అవ్వదు.,gan jaam avvadhu.,
1957,"01:12:14,105","01:12:14,456",ఇస్తాను.,isthaanu.,
1958,"01:12:14,706","01:12:15,316",ఎక్కడికి తేవాలి?,yekkadiki thevaali?,
1959,"01:12:15,685","01:12:17,136",అత్తాపూర్ సిగ్ ఫ్యాక్టరీకి రా.,aththaapoor sig phyaaktareeki raa.,
1960,"01:12:30,716","01:12:33,676",హలో నర్సి ఫాలో అవుతున్నావ్ కదా ఆహ్ తున్నా తున్నా,halo narsi phaalo avuthunnaav kadhaa aah thunnaa thunnaa,
1961,"01:12:33,865","01:12:34,655",ఎటువంటి పరిస్థితుల్లోనూ,yetuvanti paristhithullonoo,
1962,"01:12:34,926","01:12:35,416",మిస్ అవ్వకూడదు.,mis avvakoodadhu.,
1963,"01:12:35,865","01:12:36,796",చాలా పెద్ద డీల్.,chaalaa pedhdha deel.,
1964,"01:12:37,006","01:12:37,796",నీతో నేను చేస్తున్న,neetho nenu chesthunna,
1965,"01:12:38,126","01:12:38,796",లాస్ట్ డీల్.,laasta్ deel.,
1966,"01:13:13,175","01:13:13,666",ఫైవ్ సి,phaiv si,
1967,"01:13:14,706","01:13:15,006",తూ చెల్,thoo chel,
1968,"01:13:21,345","01:13:22,436",ఏంటి వీడు ఇంకా రాలేదు.,yenti veedu inkaa raaledhu.,
1969,"01:13:25,675","01:13:26,135",రేయ్ ఆ,rey aa,
1970,"01:13:26,185","01:13:26,536",పంతులుగాడు,panthulugaadu,
1971,"01:13:26,655","01:13:27,006",ఉన్నాడా?,unnaadaa?,
1972,"01:13:36,890","01:13:37,920",అన్న వాడు లేడన్న,anna vaadu ledanna,
